PF10417.11	1-cysPrx_C
PF16389.7	DUF4998
PF16390.7	DUF4999
PF16391.7	DUF5000
PF16392.7	DUF5001
PF16394.7	DUF5003
PF16395.7	DUF5004
PF16396.7	DUF5005
PF16397.7	DUF5006
PF16398.7	DUF5007
PF16400.7	DUF5008
PF16401.7	DUF5009
PF04417.14	DUF501
PF16402.7	DUF5010
PF18099.3	DUF5010_C
PF16403.7	DUF5011
PF16404.7	DUF5012
PF16405.7	DUF5013
PF16406.7	DUF5014
PF16408.7	DUF5016
PF16409.7	DUF5017
PF16410.7	DUF5018
PF04367.15	DUF502
PF16412.7	DUF5020
PF16424.7	DUF5021
PF16425.7	DUF5022
PF16426.7	DUF5023
PF16427.7	DUF5024
PF16428.7	DUF5025
PF16429.7	DUF5026
PF16430.7	DUF5027
PF16431.7	DUF5028
PF16432.7	DUF5029
PF04456.14	DUF503
PF16433.7	DUF5030
PF16434.7	DUF5031
PF16435.7	DUF5032
PF16436.7	DUF5033
PF16437.7	DUF5034
PF16438.7	DUF5035
PF16439.7	DUF5036
PF16440.7	DUF5037
PF16441.7	DUF5038
PF16442.7	DUF5039
PF16443.7	DUF5040
PF16444.7	DUF5041
PF16445.7	DUF5042
PF16446.7	DUF5043
PF16447.7	DUF5044
PF16464.7	DUF5045
PF16465.7	DUF5046
PF16466.7	DUF5047
PF16467.7	DUF5048
PF16468.7	DUF5049
PF04458.14	DUF505
PF16472.7	DUF5050
PF16473.7	DUF5051
PF16475.7	DUF5052
PF16476.7	DUF5053
PF16477.7	DUF5054
PF16478.7	DUF5055
PF16479.7	DUF5056
PF16480.7	DUF5057
PF16481.7	DUF5058
PF16502.7	DUF5059
PF16586.7	DUF5060
PF16587.7	DUF5061
PF16691.7	DUF5062
PF16702.7	DUF5063
PF16703.7	DUF5064
PF16723.7	DUF5065
PF16728.7	DUF5066
PF16729.7	DUF5067
PF16781.7	DUF5068
PF16798.7	DUF5069
PF04368.15	DUF507
PF16802.7	DUF5070
PF16804.7	DUF5071
PF16807.7	DUF5072
PF16817.7	DUF5073
PF16819.7	DUF5074
PF16825.7	DUF5075
PF16826.7	DUF5076
PF16871.7	DUF5077
PF16877.7	DUF5078
PF16882.7	DUF5079
PF04370.14	DUF508
PF16883.7	DUF5080
PF16887.7	DUF5081
PF16888.7	DUF5082
PF16890.7	DUF5083
PF16894.7	DUF5084
PF16895.7	DUF5085
PF16985.7	DUF5086
PF17006.7	DUF5087
PF17008.7	DUF5088
PF17002.7	DUF5089
PF17009.7	DUF5090
PF17012.7	DUF5091
PF17010.7	DUF5092
PF17011.7	DUF5093
PF17015.7	DUF5094
PF17016.7	DUF5095
PF17019.7	DUF5096
PF17020.7	DUF5097
PF17023.7	DUF5098
PF17025.7	DUF5099
PF17029.7	DUF5100
PF17031.7	DUF5101
PF17104.7	DUF5102
PF17116.7	DUF5103
PF17117.7	DUF5104
PF17118.7	DUF5105
PF17127.6	DUF5106
PF17128.6	DUF5107
PF17133.6	DUF5108
PF17134.6	DUF5109
PF17137.6	DUF5110
PF17138.6	DUF5111
PF17139.6	DUF5112
PF17140.6	DUF5113
PF17141.6	DUF5114
PF17142.6	DUF5115
PF17148.6	DUF5117
PF17162.6	DUF5118
PF17145.6	DUF5119
PF04459.14	DUF512
PF17165.6	DUF5121
PF17164.6	DUF5122
PF17161.6	DUF5123
PF17160.6	DUF5124
PF17163.6	DUF5125
PF17166.6	DUF5126
PF17168.6	DUF5127
PF17170.6	DUF5128
PF17173.6	DUF5129
PF17174.6	DUF5130
PF07505.13	DUF5131
PF17195.6	DUF5132
PF17196.6	DUF5133
PF17197.6	DUF5134
PF17199.6	DUF5136
PF17220.5	DUF5137
PF04415.14	DUF515
PF04461.15	DUF520
PF04379.16	DUF525
PF04409.14	DUF530
PF17224.5	DUF5300
PF17225.5	DUF5301
PF17227.4	DUF5302
PF17230.4	DUF5304
PF17231.4	DUF5305
PF17233.4	DUF5308
PF17236.4	DUF5309
PF04407.14	DUF531
PF17237.4	DUF5310
PF17238.4	DUF5311
PF17239.4	DUF5312
PF17240.4	DUF5313
PF17242.4	DUF5315
PF17247.4	DUF5316
PF17248.4	DUF5317
PF17249.4	DUF5318
PF17252.4	DUF5319
PF17253.4	DUF5320
PF17254.4	DUF5321
PF17257.4	DUF5323
PF17258.4	DUF5324
PF17259.4	DUF5325
PF17260.4	DUF5326
PF17261.4	DUF5327
PF17263.4	DUF5329
PF04391.14	DUF533
PF17264.4	DUF5330
PF17265.4	DUF5331
PF17266.4	DUF5332
PF17267.4	DUF5333
PF17268.4	DUF5334
PF17269.4	DUF5335
PF17270.4	DUF5336
PF17272.4	DUF5337
PF17273.4	DUF5338
PF17274.4	DUF5339
PF17275.4	DUF5340
PF17276.4	DUF5341
PF17277.4	DUF5342
PF17278.4	DUF5343
PF17279.4	DUF5344
PF17280.4	DUF5345
PF17281.4	DUF5346
PF17282.4	DUF5347
PF17295.4	DUF5348
PF17298.4	DUF5349
PF04393.15	DUF535
PF17299.4	DUF5350
PF17302.4	DUF5351
PF17303.4	DUF5352
PF17304.4	DUF5353
PF17305.4	DUF5354
PF17306.4	DUF5355
PF17309.4	DUF5356
PF17310.4	DUF5357
PF17311.4	DUF5358
PF17313.4	DUF5359
PF04394.16	DUF536
PF17314.4	DUF5360
PF17318.4	DUF5361
PF17319.4	DUF5362
PF17320.4	DUF5363
PF17322.4	DUF5364
PF17326.4	DUF5365
PF17328.4	DUF5366
PF17329.4	DUF5367
PF17336.4	DUF5368
PF17340.4	DUF5370
PF17341.4	DUF5371
PF17342.4	DUF5372
PF17343.4	DUF5373
PF17344.4	DUF5374
PF17345.4	DUF5375
PF17346.4	DUF5376
PF17347.4	DUF5377
PF17349.4	DUF5378
PF04398.14	DUF538
PF17351.4	DUF5380
PF17353.4	DUF5381
PF17354.4	DUF5382
PF17355.4	DUF5383
PF17358.4	DUF5384
PF17359.4	DUF5385
PF17360.4	DUF5386
PF17361.4	DUF5387
PF17363.4	DUF5388
PF17364.4	DUF5389
PF17365.4	DUF5390
PF17369.4	DUF5391
PF17370.4	DUF5392
PF17371.4	DUF5393
PF17372.4	DUF5394
PF17373.4	DUF5395
PF17374.4	DUF5396
PF17375.4	DUF5397
PF17376.4	DUF5398
PF17377.4	DUF5399
PF17379.4	DUF5400
PF17380.4	DUF5401
PF17393.4	DUF5402
PF17395.4	DUF5403
PF17397.4	DUF5404
PF17399.4	DUF5405
PF17400.4	DUF5406
PF17401.4	DUF5407
PF17402.4	DUF5408
PF17421.4	DUF5409
PF17422.4	DUF5410
PF17424.4	DUF5411
PF17428.4	DUF5412
PF17434.4	DUF5413
PF17435.4	DUF5414
PF17436.4	DUF5415
PF17437.4	DUF5416
PF17438.4	DUF5417
PF17439.4	DUF5418
PF17441.4	DUF5419
PF17457.4	DUF5420
PF17458.4	DUF5421
PF17459.4	DUF5422
PF17461.4	DUF5423
PF17462.4	DUF5424
PF17472.4	DUF5425
PF17473.4	DUF5426
PF10310.11	DUF5427
PF17493.4	DUF5428
PF17494.4	DUF5429
PF04418.14	DUF543
PF17496.4	DUF5431
PF17497.4	DUF5432
PF17498.4	DUF5433
PF17502.4	DUF5434
PF17503.4	DUF5435
PF17504.4	DUF5436
PF17505.4	DUF5437
PF17506.4	DUF5438
PF17507.4	DUF5439
PF17509.4	DUF5440
PF17513.4	DUF5441
PF17514.4	DUF5442
PF17518.4	DUF5443
PF17519.4	DUF5444
PF17520.4	DUF5445
PF17522.4	DUF5446
PF17525.4	DUF5447
PF17526.4	DUF5448
PF17528.4	DUF5449
PF17529.4	DUF5450
PF17532.4	DUF5451
PF17533.4	DUF5452
PF17534.4	DUF5453
PF17535.4	DUF5454
PF17537.4	DUF5455
PF17539.4	DUF5456
PF17540.4	DUF5457
PF17544.4	DUF5460
PF17545.4	DUF5461
PF17547.4	DUF5462
PF17551.4	DUF5463
PF17552.4	DUF5464
PF17553.4	DUF5465
PF17554.4	DUF5466
PF04784.16	DUF547
PF17564.4	DUF5470
PF17565.4	DUF5471
PF17566.4	DUF5472
PF17567.4	DUF5473
PF17568.4	DUF5474
PF17569.4	DUF5475
PF17570.4	DUF5476
PF17571.4	DUF5477
PF17572.4	DUF5478
PF17575.4	DUF5479
PF17576.4	DUF5480
PF17578.4	DUF5481
PF17579.4	DUF5482
PF17581.4	DUF5483
PF17583.4	DUF5484
PF17586.4	DUF5485
PF17588.4	DUF5486
PF17589.4	DUF5487
PF17590.4	DUF5488
PF17592.4	DUF5489
PF17593.4	DUF5490
PF17595.4	DUF5491
PF17596.4	DUF5492
PF17597.4	DUF5493
PF17598.4	DUF5494
PF17599.4	DUF5495
PF17600.4	DUF5496
PF17601.4	DUF5497
PF17602.4	DUF5498
PF17603.4	DUF5499
PF04447.14	DUF550
PF17604.4	DUF5500
PF17605.4	DUF5501
PF17606.4	DUF5502
PF17607.4	DUF5503
PF17608.4	DUF5504
PF17610.4	DUF5505
PF17611.4	DUF5506
PF17612.4	DUF5507
PF17621.4	DUF5508
PF17625.4	DUF5509
PF04448.14	DUF551
PF17629.4	DUF5510
PF17630.4	DUF5511
PF17631.4	DUF5512
PF17632.4	DUF5513
PF17633.4	DUF5514
PF17637.4	DUF5516
PF17639.4	DUF5517
PF17647.3	DUF5518
PF17648.3	DUF5519
PF17658.3	DUF5520
PF17659.3	DUF5521
PF17653.3	DUF5522
PF17661.3	DUF5523
PF17662.3	DUF5524
PF17663.3	DUF5525
PF17665.3	DUF5527
PF17666.3	DUF5528
PF17669.3	DUF5529
PF04473.14	DUF553
PF17670.3	DUF5530
PF17671.3	DUF5531
PF17673.3	DUF5532
PF17685.3	DUF5533
PF17686.3	DUF5534
PF17687.3	DUF5535
PF17688.3	DUF5536
PF17690.3	DUF5537
PF17692.3	DUF5538
PF17693.3	DUF5539
PF04474.14	DUF554
PF17694.3	DUF5540
PF17695.3	DUF5541
PF17696.3	DUF5542
PF17697.3	DUF5543
PF17698.3	DUF5544
PF17699.3	DUF5545
PF17700.3	DUF5546
PF17701.3	DUF5547
PF17702.3	DUF5548
PF17703.3	DUF5549
PF04475.14	DUF555
PF17704.3	DUF5550
PF17705.3	DUF5551
PF17706.3	DUF5552
PF17707.3	DUF5553
PF17709.3	DUF5554
PF17710.3	DUF5555
PF17711.3	DUF5556
PF17712.3	DUF5557
PF17713.3	DUF5558
PF17714.3	DUF5559
PF17715.3	DUF5560
PF17716.3	DUF5561
PF17717.3	DUF5562
PF17718.3	DUF5563
PF17719.3	DUF5564
PF17720.3	DUF5565
PF17721.3	DUF5566
PF17724.3	DUF5568
PF17729.3	DUF5569
PF17731.3	DUF5570
PF17732.3	DUF5571
PF17733.3	DUF5572
PF17738.3	DUF5575
PF17739.3	DUF5576
PF17740.3	DUF5577
PF17741.3	DUF5578
PF17742.3	DUF5579
PF17743.3	DUF5580
PF17744.3	DUF5581
PF17819.3	DUF5582
PF17821.3	DUF5583
PF17822.3	DUF5584
PF17823.3	DUF5585
PF17824.3	DUF5586
PF17825.3	DUF5587
PF17826.3	DUF5588
PF04480.14	DUF559
PF17881.3	DUF5590
PF17884.3	DUF5591
PF17332.4	DUF5592
PF18007.3	DUF5593
PF18057.3	DUF5594
PF18077.3	DUF5595
PF18120.3	DUF5597
PF18150.3	DUF5600
PF18151.3	DUF5601
PF18197.3	DUF5602
PF18231.3	DUF5603
PF18300.3	DUF5604
PF18310.3	DUF5605
PF18347.3	DUF5606
PF18355.3	DUF5607
PF18356.3	DUF5608
PF18429.3	DUF5609
PF04481.14	DUF561
PF18433.3	DUF5610
PF18446.3	DUF5611
PF18462.3	DUF5612
PF18467.3	DUF5613
PF18474.3	DUF5614
PF18480.3	DUF5615
PF18481.3	DUF5616
PF18493.3	DUF5617
PF18498.3	DUF5618
PF18505.3	DUF5619
PF04763.14	DUF562
PF18522.3	DUF5620
PF18532.3	DUF5621
PF18533.3	DUF5622
PF18536.3	DUF5623
PF18538.3	DUF5624
PF18539.3	DUF5625
PF18540.3	DUF5626
PF18620.3	DUF5627
PF18621.3	DUF5628
PF18629.3	DUF5629
PF18632.3	DUF5630
PF18645.3	DUF5631
PF18646.3	DUF5632
PF18656.3	DUF5633
PF18681.3	DUF5634
PF18672.3	DUF5634_N
PF18685.3	DUF5635
PF18686.3	DUF5636
PF18687.3	DUF5637
PF18688.3	DUF5638
PF18690.3	DUF5639
PF18692.3	DUF5640
PF18701.3	DUF5641
PF18702.3	DUF5642
PF18705.3	DUF5643
PF18712.3	DUF5644
PF18713.3	DUF5645
PF18881.2	DUF5646
PF18882.2	DUF5647
PF18885.2	DUF5648
PF18886.2	DUF5649
PF04483.14	DUF565
PF18888.2	DUF5650
PF18892.2	DUF5651
PF18893.2	DUF5652
PF18898.2	DUF5654
PF18899.2	DUF5655
PF18900.2	DUF5656
PF18901.2	DUF5657
PF18902.2	DUF5658
PF18903.2	DUF5659
PF18904.2	DUF5660
PF18905.2	DUF5661
PF18907.2	DUF5662
PF18908.2	DUF5663
PF18909.2	DUF5664
PF18910.2	DUF5665
PF18914.2	DUF5666
PF18915.2	DUF5667
PF18917.2	DUF5668
PF18918.2	DUF5669
PF18919.2	DUF5670
PF18920.2	DUF5671
PF18922.2	DUF5672
PF18923.2	DUF5673
PF18924.2	DUF5674
PF18925.2	DUF5675
PF18926.2	DUF5676
PF18928.2	DUF5677
PF18929.2	DUF5678
PF18930.2	DUF5679
PF04526.15	DUF568
PF18931.2	DUF5680
PF18932.2	DUF5681
PF18934.2	DUF5682
PF18935.2	DUF5683
PF18936.2	DUF5684
PF18937.2	DUF5685
PF18939.2	DUF5686
PF18940.2	DUF5687
PF18941.2	DUF5688
PF18942.2	DUF5689
PF04601.15	DUF569
PF18943.2	DUF5690
PF18944.2	DUF5691
PF18948.2	DUF5692
PF18949.2	DUF5693
PF18950.2	DUF5694
PF18951.2	DUF5695
PF18952.2	DUF5696
PF18954.2	DUF5697
PF18955.2	DUF5698
PF18956.2	DUF5699
PF04489.15	DUF570
PF18958.2	DUF5700
PF18959.2	DUF5701
PF18960.2	DUF5702
PF18963.2	DUF5703
PF18961.2	DUF5703_N
PF18964.2	DUF5704
PF18965.2	DUF5705
PF18967.2	DUF5706
PF18968.2	DUF5707
PF18969.2	DUF5708
PF18970.2	DUF5709
PF18974.2	DUF5710
PF18975.2	DUF5711
PF18976.2	DUF5712
PF18977.2	DUF5713
PF18978.2	DUF5714
PF18979.2	DUF5715
PF18982.2	DUF5716
PF18980.2	DUF5716_C
PF18983.2	DUF5717
PF18984.2	DUF5717_N
PF18985.2	DUF5718
PF18986.2	DUF5719
PF18987.2	DUF5720
PF18988.2	DUF5721
PF18989.2	DUF5722
PF18990.2	DUF5723
PF18991.2	DUF5724
PF18992.2	DUF5725
PF18996.2	DUF5726
PF18997.2	DUF5727
PF18999.2	DUF5728
PF19000.2	DUF5729
PF04504.16	DUF573
PF19001.2	DUF5730
PF19002.2	DUF5731
PF19003.2	DUF5732
PF19004.2	DUF5733
PF19005.2	DUF5734
PF19006.2	DUF5735
PF19007.2	DUF5736
PF19008.2	DUF5737
PF19009.2	DUF5738
PF19010.2	DUF5739
PF19011.2	DUF5740
PF19012.2	DUF5741
PF19013.2	DUF5742
PF19014.2	DUF5743
PF19015.2	DUF5744
PF19016.2	DUF5745
PF19017.2	DUF5746
PF19022.2	DUF5748
PF19023.2	DUF5749
PF04746.14	DUF575
PF19024.2	DUF5750
PF19025.2	DUF5751
PF19027.2	DUF5752
PF19054.2	DUF5753
PF19058.2	DUF5754
PF19059.2	DUF5755
PF19061.2	DUF5757
PF19062.2	DUF5758
PF19063.2	DUF5759
PF04507.14	DUF576
PF19064.2	DUF5760
PF19065.2	DUF5761
PF19066.2	DUF5762
PF19067.2	DUF5763
PF19068.2	DUF5764
PF19069.2	DUF5765
PF19070.2	DUF5766
PF19071.2	DUF5767
PF19072.2	DUF5768
PF19073.2	DUF5769
PF04510.14	DUF577
PF19074.2	DUF5770
PF19075.2	DUF5771
PF19080.2	DUF5772
PF19082.2	DUF5773
PF19083.2	DUF5774
PF19084.2	DUF5775
PF19087.2	DUF5776
PF19089.2	DUF5777
PF19090.2	DUF5778
PF19091.2	DUF5779
PF19092.2	DUF5780
PF19093.2	DUF5781
PF19095.2	DUF5783
PF19096.2	DUF5784
PF19098.2	DUF5785
PF19099.2	DUF5786
PF19100.2	DUF5787
PF19101.2	DUF5788
PF19102.2	DUF5789
PF19103.2	DUF5790
PF19104.2	DUF5791
PF19105.2	DUF5792
PF19106.2	DUF5793
PF19107.2	DUF5794
PF19108.2	DUF5795
PF19109.2	DUF5796
PF19110.2	DUF5797
PF19111.2	DUF5798
PF19113.2	DUF5799
PF01882.20	DUF58
PF19115.2	DUF5800
PF19116.2	DUF5801
PF19118.2	DUF5802
PF19119.2	DUF5803
PF19120.2	DUF5804
PF19121.2	DUF5805
PF19122.2	DUF5806
PF19123.2	DUF5807
PF19124.2	DUF5808
PF19125.2	DUF5809
PF19126.2	DUF5810
PF19128.2	DUF5811
PF19129.2	DUF5812
PF19130.2	DUF5813
PF19131.2	DUF5814
PF19132.2	DUF5815
PF19133.2	DUF5816
PF19134.2	DUF5817
PF19135.2	DUF5818
PF19136.2	DUF5819
PF19137.2	DUF5820
PF19138.2	DUF5821
PF19139.2	DUF5822
PF19140.2	DUF5823
PF19141.2	DUF5824
PF19142.2	DUF5825
PF19144.2	DUF5826
PF19145.2	DUF5827
PF19146.2	DUF5828
PF19147.2	DUF5829
PF19148.2	DUF5830
PF19149.2	DUF5831
PF19150.2	DUF5832
PF19152.2	DUF5834
PF19153.2	DUF5835
PF19154.2	DUF5836
PF19155.2	DUF5837
PF19156.2	DUF5838
PF19157.2	DUF5839
PF19158.2	DUF5840
PF19159.2	DUF5841
PF19161.2	DUF5843
PF19162.2	DUF5844
PF19163.2	DUF5845
PF19164.2	DUF5846
PF19165.2	DUF5847
PF19166.2	DUF5848
PF19167.2	DUF5849
PF04522.14	DUF585
PF19168.2	DUF5850
PF19169.2	DUF5851
PF19170.2	DUF5852
PF19171.2	DUF5853
PF19172.2	DUF5854
PF19173.2	DUF5855
PF19174.2	DUF5856
PF19175.2	DUF5857
PF19176.2	DUF5858
PF19177.2	DUF5859
PF19178.2	DUF5860
PF19179.2	DUF5861
PF19180.2	DUF5862
PF19181.2	DUF5863
PF19182.2	DUF5864
PF19183.2	DUF5865
PF19184.2	DUF5866
PF19185.2	DUF5867
PF19186.2	DUF5868
PF19194.2	DUF5869
PF04532.14	DUF587
PF19195.2	DUF5870
PF19196.2	DUF5871
PF19197.2	DUF5872
PF19201.2	DUF5873
PF19202.2	DUF5874
PF19203.2	DUF5875
PF19204.2	DUF5876
PF19205.2	DUF5877
PF19206.2	DUF5878
PF19207.2	DUF5879
PF04535.14	DUF588
PF19208.2	DUF5880
PF19228.1	DUF5881
PF19229.1	DUF5882
PF19230.1	DUF5883
PF19231.1	DUF5884
PF19232.1	DUF5885
PF19233.1	DUF5886
PF19234.1	DUF5887
PF19235.1	DUF5888
PF19237.1	DUF5889
PF19240.1	DUF5890
PF19241.1	DUF5891
PF19243.1	DUF5892
PF19245.1	DUF5893
PF19246.1	DUF5894
PF19247.1	DUF5895
PF19248.1	DUF5896
PF19249.1	DUF5897
PF19250.1	DUF5898
PF19251.1	DUF5899
PF19253.1	DUF5900
PF19254.1	DUF5901
PF19255.1	DUF5902
PF19260.1	DUF5903
PF19261.1	DUF5904
PF19262.1	DUF5905
PF19263.1	DUF5906
PF19264.1	DUF5907
PF19265.1	DUF5908
PF19286.1	DUF5909
PF04569.16	DUF591
PF19287.1	DUF5910
PF19291.1	DUF5911
PF19294.1	DUF5912
PF19296.1	DUF5913
PF19299.1	DUF5914
PF19302.1	DUF5915
PF19313.1	DUF5916
PF19314.1	DUF5917
PF19318.1	DUF5918
PF19319.1	DUF5919
PF04574.15	DUF592
PF19334.1	DUF5920
PF19336.1	DUF5921
PF19339.1	DUF5922
PF19343.1	DUF5923
PF19346.1	DUF5924
PF19347.1	DUF5925
PF19348.1	DUF5926
PF19349.1	DUF5927
PF19350.1	DUF5928
PF19351.1	DUF5929
PF19353.1	DUF5930
PF19354.1	DUF5931
PF19355.1	DUF5932
PF19356.1	DUF5933
PF19357.1	DUF5934
PF19358.1	DUF5935
PF19359.1	DUF5936
PF19361.1	DUF5937
PF19362.1	DUF5938
PF19363.1	DUF5939
PF04578.15	DUF594
PF19364.1	DUF5940
PF19365.1	DUF5941
PF19366.1	DUF5942
PF19367.1	DUF5943
PF19369.1	DUF5944
PF19370.1	DUF5945
PF19371.1	DUF5946
PF19372.1	DUF5947
PF19373.1	DUF5948
PF19374.1	DUF5949
PF19375.1	DUF5950
PF19376.1	DUF5951
PF19377.1	DUF5952
PF19378.1	DUF5953
PF19379.1	DUF5954
PF19380.1	DUF5955
PF19381.1	DUF5956
PF19382.1	DUF5957
PF19383.1	DUF5958
PF19384.1	DUF5959
PF04591.14	DUF596
PF19385.1	DUF5960
PF19386.1	DUF5961
PF19387.1	DUF5962
PF19388.1	DUF5963
PF19389.1	DUF5964
PF19390.1	DUF5965
PF19391.1	DUF5966
PF19392.1	DUF5967
PF19393.1	DUF5968
PF19394.1	DUF5969
PF19395.1	DUF5970
PF19396.1	DUF5971
PF19397.1	DUF5972
PF19398.1	DUF5973
PF19399.1	DUF5974
PF19400.1	DUF5975
PF19401.1	DUF5976
PF19404.1	DUF5977
PF19405.1	DUF5978
PF19407.1	DUF5979
PF19410.1	DUF5980
PF12225.10	DUF5981
PF19412.1	DUF5982
PF19419.1	DUF5983
PF19446.1	DUF5984
PF19447.1	DUF5985
PF19448.1	DUF5986
PF19449.1	DUF5987
PF19450.1	DUF5988
PF19451.1	DUF5989
PF04654.14	DUF599
PF19452.1	DUF5990
PF19453.1	DUF5991
PF19454.1	DUF5992
PF19455.1	DUF5993
PF19457.1	DUF5994
PF19458.1	DUF5995
PF19459.1	DUF5996
PF19460.1	DUF5997
PF19461.1	DUF5998
PF19462.1	DUF5999
PF04634.14	DUF600
PF19463.1	DUF6000
PF19464.1	DUF6001
PF19465.1	DUF6002
PF19466.1	DUF6003
PF19467.1	DUF6004
PF19468.1	DUF6005
PF19469.1	DUF6006
PF19470.1	DUF6007
PF19471.1	DUF6008
PF19472.1	DUF6009
PF04642.14	DUF601
PF19473.1	DUF6010
PF19474.1	DUF6011
PF19475.1	DUF6012
PF19476.1	DUF6013
PF19477.1	DUF6014
PF19479.1	DUF6015
PF19480.1	DUF6016
PF19481.1	DUF6017
PF19482.1	DUF6018
PF19483.1	DUF6019
PF19484.1	DUF6020
PF19485.1	DUF6021
PF19486.1	DUF6022
PF19487.1	DUF6023
PF19488.1	DUF6024
PF19490.1	DUF6025
PF19491.1	DUF6026
PF19492.1	DUF6027
PF19494.1	DUF6029
PF04645.14	DUF603
PF19495.1	DUF6030
PF19496.1	DUF6031
PF19497.1	DUF6032
PF19498.1	DUF6033
PF19499.1	DUF6034
PF19500.1	DUF6035
PF19502.1	DUF6036
PF19503.1	DUF6037
PF19504.1	DUF6038
PF19505.1	DUF6039
PF04646.14	DUF604
PF19506.1	DUF6040
PF19507.1	DUF6041
PF19508.1	DUF6042
PF19509.1	DUF6043
PF19510.1	DUF6044
PF19511.1	DUF6045
PF19512.1	DUF6046
PF19513.1	DUF6047
PF19515.1	DUF6048
PF19516.1	DUF6049
PF19517.1	DUF6050
PF19519.1	DUF6051
PF19522.1	DUF6052
PF19523.1	DUF6053
PF19524.1	DUF6054
PF19527.1	DUF6055
PF19528.1	DUF6056
PF19529.1	DUF6057
PF19531.1	DUF6058
PF19534.1	DUF6059
PF19535.1	DUF6060
PF19537.1	DUF6061
PF19538.1	DUF6062
PF19539.1	DUF6063
PF19540.1	DUF6064
PF19541.1	DUF6065
PF19542.1	DUF6066
PF19543.1	DUF6067
PF19544.1	DUF6068
PF19545.1	DUF6069
PF19546.1	DUF6070
PF19547.1	DUF6071
PF19549.1	DUF6072
PF19550.1	DUF6073
PF19551.1	DUF6074
PF19552.1	DUF6075
PF19553.1	DUF6076
PF19554.1	DUF6077
PF19555.1	DUF6078
PF19557.1	DUF6079
PF04685.15	DUF608
PF19558.1	DUF6080
PF19559.1	DUF6081
PF19560.1	DUF6082
PF19561.1	DUF6083
PF19562.1	DUF6084
PF19563.1	DUF6085
PF19564.1	DUF6086
PF19565.1	DUF6087
PF19570.1	DUF6088
PF19573.1	DUF6089
PF19578.1	DUF6090
PF19582.1	DUF6091
PF19585.1	DUF6092
PF19586.1	DUF6093
PF19587.1	DUF6094
PF19589.1	DUF6095
PF19591.1	DUF6096
PF19592.1	DUF6097
PF19593.1	DUF6098
PF19594.1	DUF6099
PF01886.18	DUF61
PF19595.1	DUF6100
PF19596.1	DUF6101
PF19597.1	DUF6102
PF19598.1	DUF6103
PF19599.1	DUF6104
PF19600.1	DUF6105
PF19601.1	DUF6106
PF19602.1	DUF6107
PF19603.1	DUF6108
PF19604.1	DUF6109
PF19605.1	DUF6110
PF19606.1	DUF6111
PF19607.1	DUF6112
PF19608.1	DUF6113
PF19609.1	DUF6114
PF19610.1	DUF6115
PF19611.1	DUF6116
PF19612.1	DUF6117
PF19613.1	DUF6118
PF19614.1	DUF6119
PF04747.14	DUF612
PF19615.1	DUF6120
PF19616.1	DUF6121
PF19617.1	DUF6122
PF19618.1	DUF6123
PF19619.1	DUF6124
PF19620.1	DUF6125
PF19621.1	DUF6126
PF19622.1	DUF6127
PF19623.1	DUF6128
PF19624.1	DUF6129
PF04764.14	DUF613
PF19625.1	DUF6130
PF19626.1	DUF6131
PF19628.1	DUF6132
PF19629.1	DUF6133
PF19630.1	DUF6134
PF19632.1	DUF6136
PF19634.1	DUF6137
PF19635.1	DUF6138
PF19636.1	DUF6139
PF19637.1	DUF6140
PF19638.1	DUF6141
PF19639.1	DUF6142
PF19640.1	DUF6143
PF19641.1	DUF6144
PF19642.1	DUF6145
PF19643.1	DUF6146
PF19644.1	DUF6147
PF19645.1	DUF6148
PF19646.1	DUF6149
PF04751.16	DUF615
PF19647.1	DUF6150
PF19648.1	DUF6151
PF19649.1	DUF6152
PF19650.1	DUF6153
PF19651.1	DUF6154
PF19652.1	DUF6155
PF19653.1	DUF6156
PF19654.1	DUF6157
PF19655.1	DUF6158
PF19656.1	DUF6159
PF04765.15	DUF616
PF19657.1	DUF6160
PF19658.1	DUF6161
PF19659.1	DUF6162
PF19660.1	DUF6163
PF19661.1	DUF6164
PF19662.1	DUF6165
PF19663.1	DUF6166
PF19664.1	DUF6167
PF19665.1	DUF6168
PF19666.1	DUF6169
PF04759.15	DUF617
PF19667.1	DUF6170
PF19668.1	DUF6171
PF19669.1	DUF6172
PF19670.1	DUF6173
PF19671.1	DUF6174
PF19672.1	DUF6175
PF19673.1	DUF6176
PF19674.1	DUF6177
PF19676.1	DUF6178
PF19677.1	DUF6179
PF19678.1	DUF6180
PF19679.1	DUF6181
PF19680.1	DUF6182
PF19681.1	DUF6183
PF19682.1	DUF6184
PF19683.1	DUF6185
PF19684.1	DUF6186
PF19685.1	DUF6187
PF19686.1	DUF6188
PF19688.1	DUF6189
PF19689.1	DUF6190
PF19690.1	DUF6191
PF19691.1	DUF6192
PF19692.1	DUF6193
PF19694.1	DUF6194
PF19695.1	DUF6195
PF19696.1	DUF6196
PF19698.1	DUF6197
PF19700.1	DUF6198
PF19701.1	DUF6199
PF04788.14	DUF620
PF19702.1	DUF6200
PF19703.1	DUF6201
PF19705.1	DUF6202
PF19706.1	DUF6203
PF19707.1	DUF6204
PF19708.1	DUF6205
PF19709.1	DUF6206
PF19711.1	DUF6207
PF19713.1	DUF6208
PF19714.1	DUF6209
PF04789.17	DUF621
PF19715.1	DUF6210
PF19716.1	DUF6211
PF19717.1	DUF6212
PF19719.1	DUF6213
PF19720.1	DUF6214
